UniProtName_A	UniProtName_B
RS16_HUMAN	RL1D1_HUMAN
RS16_HUMAN	SF3B2_HUMAN
RS14_HUMAN	RS16_HUMAN
RS14_HUMAN	RS3A_HUMAN
RS14_HUMAN	RS13_HUMAN
RS14_HUMAN	RS23_HUMAN
RS14_HUMAN	RS2_HUMAN
RS14_HUMAN	RS8_HUMAN
RS14_HUMAN	RS25_HUMAN
RS14_HUMAN	RS15_HUMAN
RS14_HUMAN	RS9_HUMAN
RS14_HUMAN	PAIRB_HUMAN
RS14_HUMAN	RL12_HUMAN
RS14_HUMAN	RL17_HUMAN
RS14_HUMAN	RL27A_HUMAN
RS14_HUMAN	RL1D1_HUMAN
RS23_HUMAN	RS25_HUMAN
RS23_HUMAN	RS3A_HUMAN
RS23_HUMAN	RS4X_HUMAN
RS23_HUMAN	RS8_HUMAN
RS23_HUMAN	RS2_HUMAN
RS23_HUMAN	RS9_HUMAN
RS23_HUMAN	RS27L_HUMAN
RS23_HUMAN	RS18_HUMAN
RS23_HUMAN	PAIRB_HUMAN
RS23_HUMAN	RL13A_HUMAN
RS23_HUMAN	RL27A_HUMAN
RS18_HUMAN	RS15_HUMAN
RS18_HUMAN	RS13_HUMAN
RS18_HUMAN	RS14_HUMAN
RS18_HUMAN	RS16_HUMAN
RS18_HUMAN	RS25_HUMAN
RS18_HUMAN	RS3A_HUMAN
RS18_HUMAN	RS6_HUMAN
RS18_HUMAN	RS8_HUMAN
RS18_HUMAN	RL26_HUMAN
RS18_HUMAN	RL31_HUMAN
RS18_HUMAN	RS11_HUMAN
RS13_HUMAN	RS8_HUMAN
RS13_HUMAN	RS16_HUMAN
RS13_HUMAN	RS23_HUMAN
RS13_HUMAN	RS2_HUMAN
RS13_HUMAN	RS3A_HUMAN
RS13_HUMAN	RS15_HUMAN
RS13_HUMAN	RS25_HUMAN
RS13_HUMAN	RS9_HUMAN
RS13_HUMAN	RS17_HUMAN
RS13_HUMAN	RS27L_HUMAN
RS13_HUMAN	RL13A_HUMAN
RS13_HUMAN	RL26_HUMAN
RS13_HUMAN	RL27A_HUMAN
RS13_HUMAN	RL34_HUMAN
RS11_HUMAN	RS17_HUMAN
RS11_HUMAN	RS25_HUMAN
RS11_HUMAN	RS16_HUMAN
RS11_HUMAN	RS14_HUMAN
RS11_HUMAN	RUVB2_HUMAN
RS11_HUMAN	RS13_HUMAN
RS11_HUMAN	RS23_HUMAN
RS11_HUMAN	RS3A_HUMAN
RS11_HUMAN	RS2_HUMAN
RS11_HUMAN	RS6_HUMAN
RS11_HUMAN	RS27L_HUMAN
RS11_HUMAN	RS9_HUMAN
RS11_HUMAN	RL13_HUMAN
RS11_HUMAN	RL13A_HUMAN
RS11_HUMAN	RL27A_HUMAN
RS11_HUMAN	RL1D1_HUMAN
SMD2_HUMAN	MEP50_HUMAN
SMD2_HUMAN	U520_HUMAN
SMD2_HUMAN	SMD2_HUMAN
RL7A_HUMAN	RL7_HUMAN
RL7A_HUMAN	RS3A_HUMAN
RL7A_HUMAN	RS9_HUMAN
RL7A_HUMAN	RL8_HUMAN
RL7A_HUMAN	RL9_HUMAN
RL7A_HUMAN	RS13_HUMAN
RL7A_HUMAN	RS16_HUMAN
RL7A_HUMAN	RS23_HUMAN
RL7A_HUMAN	RS25_HUMAN
RL7A_HUMAN	RS2_HUMAN
RL7A_HUMAN	RS4X_HUMAN
RL7A_HUMAN	RS8_HUMAN
RL7A_HUMAN	RS11_HUMAN
RL7A_HUMAN	RS14_HUMAN
RL7A_HUMAN	RS27L_HUMAN
RL7A_HUMAN	SYDC_HUMAN
RL7A_HUMAN	SYQ_HUMAN
RL7A_HUMAN	RL26_HUMAN
RL7A_HUMAN	RS15_HUMAN
RL7A_HUMAN	RS18_HUMAN
RL7A_HUMAN	SF3B2_HUMAN
ERR3_HUMAN	ERR3_HUMAN
ERR3_HUMAN	DEUP1_HUMAN
ERR3_HUMAN	RAD50_HUMAN
RS4X_HUMAN	KCC2D_HUMAN
RS4X_HUMAN	RS8_HUMAN
RS4X_HUMAN	RS15_HUMAN
RS4X_HUMAN	RS16_HUMAN
RS4X_HUMAN	RS17_HUMAN
RS4X_HUMAN	RS9_HUMAN
RS4X_HUMAN	RS11_HUMAN
RS4X_HUMAN	RS13_HUMAN
RS4X_HUMAN	RS18_HUMAN
RS4X_HUMAN	RS2_HUMAN
RS4X_HUMAN	RS14_HUMAN
RS6_HUMAN	GRPE1_HUMAN
RS6_HUMAN	H1X_HUMAN
RS6_HUMAN	RL8_HUMAN
RS6_HUMAN	RL11_HUMAN
RS6_HUMAN	RS4X_HUMAN
RS6_HUMAN	RL7A_HUMAN
RS6_HUMAN	RS13_HUMAN
RS6_HUMAN	RS8_HUMAN
RS6_HUMAN	EMD_HUMAN
RS6_HUMAN	RL13A_HUMAN
RS6_HUMAN	RL12_HUMAN
RS6_HUMAN	RL13_HUMAN
RS6_HUMAN	NUCL_HUMAN
RS6_HUMAN	RL7_HUMAN
RS6_HUMAN	RS17_HUMAN
RS6_HUMAN	RL1D1_HUMAN
RS6_HUMAN	AKP8L_HUMAN
RS6_HUMAN	RL18_HUMAN
RS6_HUMAN	RL31_HUMAN
RS6_HUMAN	RS6_HUMAN
RS6_HUMAN	RS23_HUMAN
RS6_HUMAN	RS14_HUMAN
RS6_HUMAN	RL26_HUMAN
RS6_HUMAN	RS3A_HUMAN
RS6_HUMAN	RS9_HUMAN
RS6_HUMAN	RFC3_HUMAN
RS6_HUMAN	RL17_HUMAN
H2B1C_HUMAN	H2B1C_HUMAN
RL23_HUMAN	RL11_HUMAN
RL23_HUMAN	RS6_HUMAN
RL23_HUMAN	RL24_HUMAN
RL23_HUMAN	RL31_HUMAN
RL23_HUMAN	RL7A_HUMAN
RL23_HUMAN	RL7_HUMAN
RL23_HUMAN	RL8_HUMAN
RL23_HUMAN	RL9_HUMAN
RL23_HUMAN	RS16_HUMAN
RL23_HUMAN	RS23_HUMAN
RL23_HUMAN	RS8_HUMAN
RL23_HUMAN	RS13_HUMAN
RL23_HUMAN	RS14_HUMAN
RL23_HUMAN	RS2_HUMAN
RL23_HUMAN	RS4X_HUMAN
RL23_HUMAN	RS17_HUMAN
RL23_HUMAN	RS11_HUMAN
RL23_HUMAN	RS3A_HUMAN
RL23_HUMAN	RS25_HUMAN
RL23_HUMAN	RS27L_HUMAN
RL23_HUMAN	RL13A_HUMAN
RL23_HUMAN	RL26_HUMAN
RL23_HUMAN	RL27A_HUMAN
RL23_HUMAN	RS15_HUMAN
RL23_HUMAN	RS18_HUMAN
RL23_HUMAN	RS9_HUMAN
RS15_HUMAN	RS16_HUMAN
RS15_HUMAN	RS17_HUMAN
RS15_HUMAN	RS23_HUMAN
RS15_HUMAN	RS6_HUMAN
RS15_HUMAN	RS3A_HUMAN
RS15_HUMAN	RS25_HUMAN
RS15_HUMAN	RS9_HUMAN
RS15_HUMAN	RL11_HUMAN
RS15_HUMAN	RL27A_HUMAN
RS15_HUMAN	RL31_HUMAN
RS15_HUMAN	RS11_HUMAN
RS15_HUMAN	RS8_HUMAN
RS25_HUMAN	RS2_HUMAN
RS25_HUMAN	RS3A_HUMAN
RS25_HUMAN	RS6_HUMAN
RS25_HUMAN	RS8_HUMAN
RS25_HUMAN	RS4X_HUMAN
RS25_HUMAN	RS9_HUMAN
RS25_HUMAN	RS27L_HUMAN
RS25_HUMAN	PAIRB_HUMAN
RS25_HUMAN	RL13A_HUMAN
RS25_HUMAN	RL9_HUMAN
RL31_HUMAN	RL7A_HUMAN
RL31_HUMAN	RL7_HUMAN
RL31_HUMAN	RS11_HUMAN
RL31_HUMAN	RS13_HUMAN
RL31_HUMAN	RS14_HUMAN
RL31_HUMAN	RS16_HUMAN
RL31_HUMAN	RS17_HUMAN
RL31_HUMAN	RS23_HUMAN
RL31_HUMAN	RS2_HUMAN
RL31_HUMAN	RS4X_HUMAN
RL31_HUMAN	RS8_HUMAN
RL31_HUMAN	RS3A_HUMAN
RL31_HUMAN	RL9_HUMAN
RL31_HUMAN	RL8_HUMAN
RL31_HUMAN	RS27L_HUMAN
RL31_HUMAN	RL13_HUMAN
RL31_HUMAN	RL13A_HUMAN
RL31_HUMAN	RL27A_HUMAN
RL31_HUMAN	RL34_HUMAN
RL31_HUMAN	RS25_HUMAN
RL31_HUMAN	RS9_HUMAN
RL31_HUMAN	RL26_HUMAN
RL11_HUMAN	HSP7C_HUMAN
RL11_HUMAN	CDN2A_HUMAN
RL11_HUMAN	RL12_HUMAN
RL11_HUMAN	RL13_HUMAN
RL11_HUMAN	RL18_HUMAN
RL11_HUMAN	RL24_HUMAN
RL11_HUMAN	RL27A_HUMAN
RL11_HUMAN	RL31_HUMAN
RL11_HUMAN	RL7A_HUMAN
RL11_HUMAN	RL7_HUMAN
RL11_HUMAN	RL9_HUMAN
RL11_HUMAN	RS11_HUMAN
RL11_HUMAN	RS13_HUMAN
RL11_HUMAN	RS14_HUMAN
RL11_HUMAN	RS16_HUMAN
RL11_HUMAN	RS23_HUMAN
RL11_HUMAN	RS25_HUMAN
RL11_HUMAN	RS2_HUMAN
RL11_HUMAN	RS4X_HUMAN
RL11_HUMAN	RS8_HUMAN
RL11_HUMAN	RS3A_HUMAN
RL11_HUMAN	RL22_HUMAN
RL11_HUMAN	RL8_HUMAN
RL11_HUMAN	RS9_HUMAN
RL11_HUMAN	RL17_HUMAN
RL11_HUMAN	RS27L_HUMAN
RL11_HUMAN	RS18_HUMAN
RL8_HUMAN	RS8_HUMAN
RL8_HUMAN	RS13_HUMAN
RL8_HUMAN	RL9_HUMAN
RL8_HUMAN	RS16_HUMAN
RL8_HUMAN	RS23_HUMAN
RL8_HUMAN	RS2_HUMAN
RL8_HUMAN	RS3A_HUMAN
RL8_HUMAN	RS4X_HUMAN
RL8_HUMAN	RS9_HUMAN
RL8_HUMAN	RS17_HUMAN
RL8_HUMAN	RS25_HUMAN
RL8_HUMAN	RL13A_HUMAN
RL8_HUMAN	RL13_HUMAN
RL8_HUMAN	RL22_HUMAN
RL8_HUMAN	RL24_HUMAN
RL8_HUMAN	RL26_HUMAN
RL8_HUMAN	RL34_HUMAN
RL8_HUMAN	RS11_HUMAN
RL8_HUMAN	RS14_HUMAN
RL8_HUMAN	RS15_HUMAN
RL8_HUMAN	RS18_HUMAN
TBA1B_HUMAN	TBB5_HUMAN
TBA1B_HUMAN	U520_HUMAN
RL24_HUMAN	PCNA_HUMAN
RL24_HUMAN	RL31_HUMAN
RL24_HUMAN	RL7_HUMAN
RL24_HUMAN	RL9_HUMAN
RL24_HUMAN	RS11_HUMAN
RL24_HUMAN	RS13_HUMAN
RL24_HUMAN	RS16_HUMAN
RL24_HUMAN	RS17_HUMAN
RL24_HUMAN	RS23_HUMAN
RL24_HUMAN	RS25_HUMAN
RL24_HUMAN	RS2_HUMAN
RL24_HUMAN	RS3A_HUMAN
RL24_HUMAN	RS4X_HUMAN
RL24_HUMAN	RS6_HUMAN
RL24_HUMAN	RS8_HUMAN
RL24_HUMAN	RL27A_HUMAN
RL24_HUMAN	RL7A_HUMAN
RL24_HUMAN	RS27L_HUMAN
RL24_HUMAN	RL13A_HUMAN
RL24_HUMAN	RL26_HUMAN
RL24_HUMAN	RS14_HUMAN
RL24_HUMAN	RS15_HUMAN
RL24_HUMAN	RS18_HUMAN
RL24_HUMAN	RS9_HUMAN
CLH1_HUMAN	SC16A_HUMAN
CLH1_HUMAN	HSP74_HUMAN
CLH1_HUMAN	SEC13_HUMAN
CLH1_HUMAN	HS71A_HUMAN
CLH1_HUMAN	SYQ_HUMAN
CLH1_HUMAN	PHB2_HUMAN
CLH1_HUMAN	CLH1_HUMAN
HNRPU_HUMAN	CDN2A_HUMAN
HNRPU_HUMAN	HNRPQ_HUMAN
HNRPU_HUMAN	HSPB1_HUMAN
HNRPU_HUMAN	RS6_HUMAN
HNRPU_HUMAN	RS25_HUMAN
HNRPU_HUMAN	PAIRB_HUMAN
HNRPU_HUMAN	RL13A_HUMAN
HNRPU_HUMAN	ROA2_HUMAN
HNRPU_HUMAN	RL22_HUMAN
HNRPU_HUMAN	HNRPR_HUMAN
HNRPU_HUMAN	RL8_HUMAN
HNRPU_HUMAN	RL11_HUMAN
HNRPU_HUMAN	RFC3_HUMAN
HNRPU_HUMAN	RL7_HUMAN
HNRPU_HUMAN	RS17_HUMAN
HNRPU_HUMAN	RS4X_HUMAN
HNRPU_HUMAN	RL9_HUMAN
HNRPU_HUMAN	ROAA_HUMAN
HNRPU_HUMAN	RS13_HUMAN
HNRPU_HUMAN	RL1D1_HUMAN
HNRPU_HUMAN	RS11_HUMAN
HNRPU_HUMAN	RS2_HUMAN
HNRPU_HUMAN	H1X_HUMAN
HNRPU_HUMAN	RL13_HUMAN
HNRPU_HUMAN	RL23_HUMAN
HNRPU_HUMAN	RS9_HUMAN
HNRPU_HUMAN	RL18_HUMAN
HNRPU_HUMAN	RS16_HUMAN
HNRPU_HUMAN	RS3A_HUMAN
HNRPU_HUMAN	RL26_HUMAN
HNRPU_HUMAN	RL24_HUMAN
HNRPU_HUMAN	RS18_HUMAN
HNRPU_HUMAN	RL27A_HUMAN
HNRPU_HUMAN	RS14_HUMAN
HNRPU_HUMAN	ROA0_HUMAN
HNRPU_HUMAN	ILF3_HUMAN
HNRPU_HUMAN	DDX5_HUMAN
HNRPU_HUMAN	RS15_HUMAN
HNRPU_HUMAN	RS8_HUMAN
HNRPU_HUMAN	RL7A_HUMAN
HNRPU_HUMAN	SRSF1_HUMAN
HNRPU_HUMAN	PRP8_HUMAN
HNRPU_HUMAN	U520_HUMAN
HNRPU_HUMAN	PTBP1_HUMAN
HNRPU_HUMAN	RS23_HUMAN
HNRPU_HUMAN	RL12_HUMAN
HNRPU_HUMAN	NONO_HUMAN
HNRPU_HUMAN	SRRM2_HUMAN
HNRPU_HUMAN	MARCS_HUMAN
HNRPU_HUMAN	RL17_HUMAN
SET_HUMAN	PCNA_HUMAN
SET_HUMAN	1433G_HUMAN
SET_HUMAN	SET_HUMAN
SSBP_HUMAN	SSBP_HUMAN
SSBP_HUMAN	ACTB_HUMAN
SSBP_HUMAN	PHB2_HUMAN
SSBP_HUMAN	SSDH_HUMAN
SSBP_HUMAN	TBA1B_HUMAN
SSBP_HUMAN	TBB5_HUMAN
SSBP_HUMAN	HNRPU_HUMAN
SSBP_HUMAN	CLPX_HUMAN
SSBP_HUMAN	DHE3_HUMAN
SSBP_HUMAN	GRPE1_HUMAN
SSBP_HUMAN	ROA1_HUMAN
SSBP_HUMAN	ROA2_HUMAN
SSBP_HUMAN	ROAA_HUMAN
SSBP_HUMAN	HNRPD_HUMAN
SSBP_HUMAN	LPPRC_HUMAN
SSBP_HUMAN	NIPS1_HUMAN
SSBP_HUMAN	P5CR2_HUMAN
SSBP_HUMAN	XRCC5_HUMAN
DEUP1_HUMAN	DEUP1_HUMAN
DEUP1_HUMAN	MAGD1_HUMAN
RL18_HUMAN	CDN1A_HUMAN
RL18_HUMAN	RL8_HUMAN
RL18_HUMAN	RL23_HUMAN
RL18_HUMAN	RL24_HUMAN
RL18_HUMAN	RL27A_HUMAN
RL18_HUMAN	RL31_HUMAN
RL18_HUMAN	RL7A_HUMAN
RL18_HUMAN	RL9_HUMAN
RL18_HUMAN	RS13_HUMAN
RL18_HUMAN	RS14_HUMAN
RL18_HUMAN	RS16_HUMAN
RL18_HUMAN	RS23_HUMAN
RL18_HUMAN	RS25_HUMAN
RL18_HUMAN	RS2_HUMAN
RL18_HUMAN	RS3A_HUMAN
RL18_HUMAN	RS4X_HUMAN
RL18_HUMAN	RS8_HUMAN
RL18_HUMAN	RS11_HUMAN
RL18_HUMAN	RS17_HUMAN
RL18_HUMAN	RS27L_HUMAN
RL18_HUMAN	TBA1B_HUMAN
RL18_HUMAN	SYIC_HUMAN
RL18_HUMAN	RL13A_HUMAN
RL18_HUMAN	RL26_HUMAN
RL18_HUMAN	RL34_HUMAN
RL18_HUMAN	RS15_HUMAN
RL18_HUMAN	RS18_HUMAN
RL18_HUMAN	RL1D1_HUMAN
KHDR1_HUMAN	ROA1_HUMAN
KHDR1_HUMAN	KHDR1_HUMAN
KHDR1_HUMAN	DDX5_HUMAN
KHDR1_HUMAN	CHIP_HUMAN
KHDR1_HUMAN	DDX17_HUMAN
SRSF1_HUMAN	U520_HUMAN
SRSF1_HUMAN	SRRM2_HUMAN
SRSF1_HUMAN	RL7A_HUMAN
SRSF1_HUMAN	RL8_HUMAN
SRSF1_HUMAN	RS15_HUMAN
DHX9_HUMAN	HNRPU_HUMAN
DHX9_HUMAN	DDX5_HUMAN
DHX9_HUMAN	HNRPK_HUMAN
DHX9_HUMAN	KHDR1_HUMAN
DHX9_HUMAN	ILF3_HUMAN
DHX9_HUMAN	AKP8L_HUMAN
DHX9_HUMAN	XRCC5_HUMAN
DHX9_HUMAN	ACTB_HUMAN
DHX9_HUMAN	PRP8_HUMAN
DHX9_HUMAN	SRSF1_HUMAN
DHX9_HUMAN	RL31_HUMAN
DHX9_HUMAN	RS6_HUMAN
DHX9_HUMAN	RL9_HUMAN
DHX9_HUMAN	RS11_HUMAN
DHX9_HUMAN	SRRM2_HUMAN
DHX9_HUMAN	RS14_HUMAN
DHX9_HUMAN	EMD_HUMAN
DHX9_HUMAN	NUCL_HUMAN
DHX9_HUMAN	HNRPM_HUMAN
DHX9_HUMAN	SYQ_HUMAN
DHX9_HUMAN	RL27A_HUMAN
DHX9_HUMAN	HNRPR_HUMAN
DHX9_HUMAN	SFPQ_HUMAN
DHX9_HUMAN	DHX9_HUMAN
DHX9_HUMAN	CDN1A_HUMAN
RBBP4_HUMAN	PDIA1_HUMAN
ILF3_HUMAN	RS13_HUMAN
ILF3_HUMAN	RL13_HUMAN
ILF3_HUMAN	RL8_HUMAN
ILF3_HUMAN	RL17_HUMAN
ILF3_HUMAN	RL18_HUMAN
ILF3_HUMAN	RL11_HUMAN
ILF3_HUMAN	RS2_HUMAN
ILF3_HUMAN	RS3A_HUMAN
ILF3_HUMAN	NUCL_HUMAN
ILF3_HUMAN	RL23_HUMAN
ILF3_HUMAN	RL7A_HUMAN
ILF3_HUMAN	RL24_HUMAN
ILF3_HUMAN	RL7_HUMAN
ILF3_HUMAN	RS6_HUMAN
ILF3_HUMAN	RL12_HUMAN
ILF3_HUMAN	SF3B1_HUMAN
ILF3_HUMAN	RS4X_HUMAN
ILF3_HUMAN	RL31_HUMAN
ILF3_HUMAN	RS16_HUMAN
ILF3_HUMAN	RS8_HUMAN
ILF3_HUMAN	RS23_HUMAN
ILF3_HUMAN	RL22_HUMAN
ILF3_HUMAN	RS17_HUMAN
ILF3_HUMAN	RS14_HUMAN
ILF3_HUMAN	RL9_HUMAN
ILF3_HUMAN	RS25_HUMAN
ILF3_HUMAN	SRRM2_HUMAN
ILF3_HUMAN	SFPQ_HUMAN
ILF3_HUMAN	PHB2_HUMAN
ILF3_HUMAN	RCN1_HUMAN
ILF3_HUMAN	RS27L_HUMAN
ILF3_HUMAN	SSBP_HUMAN
ILF3_HUMAN	RCN2_HUMAN
ILF3_HUMAN	LPPRC_HUMAN
ILF3_HUMAN	RL1D1_HUMAN
ILF3_HUMAN	ROAA_HUMAN
ILF3_HUMAN	H13_HUMAN
ILF3_HUMAN	RL13A_HUMAN
ROA0_HUMAN	SRSF1_HUMAN
ROA0_HUMAN	ROA2_HUMAN
ROA0_HUMAN	ROAA_HUMAN
ROA0_HUMAN	RS6_HUMAN
ROA0_HUMAN	DHX9_HUMAN
PSMD2_HUMAN	HAX1_HUMAN
PSMD2_HUMAN	MLF2_HUMAN
PSMD2_HUMAN	BAG5_HUMAN
PSMD2_HUMAN	CDN1A_HUMAN
PSMD2_HUMAN	PSMD2_HUMAN
SF3B2_HUMAN	PCBP2_HUMAN
SF3B2_HUMAN	TMED9_HUMAN
KCC2D_HUMAN	KCC2D_HUMAN
KCC2D_HUMAN	MAGD1_HUMAN
KCC2D_HUMAN	UBR5_HUMAN
KCC2D_HUMAN	1433G_HUMAN
KCC2D_HUMAN	RS18_HUMAN
KCC2D_HUMAN	HDAC4_HUMAN
IQGA2_HUMAN	IQGA2_HUMAN
HNRPD_HUMAN	HNRPQ_HUMAN
HNRPD_HUMAN	HNRPU_HUMAN
HNRPD_HUMAN	HNRPK_HUMAN
HNRPD_HUMAN	HNRC1_HUMAN
HNRPD_HUMAN	ROAA_HUMAN
HNRPD_HUMAN	HSPB1_HUMAN
HNRPD_HUMAN	HSP74_HUMAN
HNRPD_HUMAN	HNRPR_HUMAN
HNRPD_HUMAN	ROA0_HUMAN
HNRPD_HUMAN	PDIA1_HUMAN
HNRPD_HUMAN	HNRPM_HUMAN
HNRPD_HUMAN	H13_HUMAN
HNRPD_HUMAN	H1X_HUMAN
HNRPD_HUMAN	H2B1C_HUMAN
HNRPD_HUMAN	XRCC5_HUMAN
RCN2_HUMAN	MLF2_HUMAN
RCN2_HUMAN	NIPS1_HUMAN
NONO_HUMAN	NONO_HUMAN
NONO_HUMAN	SNRPA_HUMAN
NONO_HUMAN	TMED9_HUMAN
NONO_HUMAN	SQOR_HUMAN
NONO_HUMAN	PTBP1_HUMAN
NONO_HUMAN	DHX9_HUMAN
NONO_HUMAN	U520_HUMAN
RCN1_HUMAN	DNJB6_HUMAN
RCN1_HUMAN	TBA1B_HUMAN
PCBP1_HUMAN	HS90A_HUMAN
PCBP1_HUMAN	HNRPD_HUMAN
PCBP1_HUMAN	CDK1_HUMAN
PCBP1_HUMAN	CHIP_HUMAN
PCBP1_HUMAN	NONO_HUMAN
PCBP1_HUMAN	HNRPU_HUMAN
PCBP1_HUMAN	ROA0_HUMAN
PCBP1_HUMAN	NUCL_HUMAN
PCBP1_HUMAN	XRCC5_HUMAN
PCBP1_HUMAN	ROA2_HUMAN
PCBP1_HUMAN	SMD2_HUMAN
PCBP1_HUMAN	ROA1_HUMAN
PCBP1_HUMAN	DHX9_HUMAN
PCBP1_HUMAN	HNRPR_HUMAN
PCBP1_HUMAN	RFC3_HUMAN
PCBP1_HUMAN	SFPQ_HUMAN
PCBP1_HUMAN	RS2_HUMAN
PCBP1_HUMAN	RL24_HUMAN
PCBP1_HUMAN	HNRPM_HUMAN
PCBP1_HUMAN	RS8_HUMAN
PCBP1_HUMAN	ILF3_HUMAN
PCBP1_HUMAN	RS9_HUMAN
PCBP1_HUMAN	RL11_HUMAN
PCBP1_HUMAN	RL8_HUMAN
PCBP1_HUMAN	RL31_HUMAN
PCBP1_HUMAN	DDX5_HUMAN
PCBP1_HUMAN	RL26_HUMAN
PCBP1_HUMAN	RL13A_HUMAN
PCBP1_HUMAN	RL7A_HUMAN
PCBP1_HUMAN	RS3A_HUMAN
PCBP1_HUMAN	RS25_HUMAN
PCBP1_HUMAN	RS4X_HUMAN
PCBP1_HUMAN	KHDR1_HUMAN
PCBP1_HUMAN	ADT2_HUMAN
PCBP1_HUMAN	TBB5_HUMAN
PCBP1_HUMAN	HNRPQ_HUMAN
PCBP1_HUMAN	RS16_HUMAN
PCBP1_HUMAN	RL18_HUMAN
PCBP1_HUMAN	RL12_HUMAN
PCBP1_HUMAN	RL10_HUMAN
PCBP1_HUMAN	RL27A_HUMAN
PCBP1_HUMAN	RS23_HUMAN
PCBP1_HUMAN	RL9_HUMAN
PCBP1_HUMAN	RS6_HUMAN
PCBP1_HUMAN	RL7_HUMAN
PCBP1_HUMAN	RS14_HUMAN
PCBP1_HUMAN	H13_HUMAN
PCBP1_HUMAN	RL23_HUMAN
PCBP2_HUMAN	PCBP1_HUMAN
PCBP2_HUMAN	PCBP2_HUMAN
PCBP2_HUMAN	PTBP1_HUMAN
PCBP2_HUMAN	HNRPK_HUMAN
PCBP2_HUMAN	HNRPD_HUMAN
MLF2_HUMAN	DNJB6_HUMAN
MLF2_HUMAN	BAG3_HUMAN
MLF2_HUMAN	HSPB8_HUMAN
MLF2_HUMAN	DNJB4_HUMAN
MLF2_HUMAN	DNJB1_HUMAN
MLF2_HUMAN	GCN1_HUMAN
BTRF1_EBVA8	GB_EBVA8
BTRF1_EBVA8	EBNA5_EBVB9
P3H1_HUMAN	DDX17_HUMAN
P3H1_HUMAN	PDIA1_HUMAN
BDLF2_EBVG	BDLF2_EBVG
BDLF2_EBVG	A6SZC0_JANMA
BDLF2_EBVG	BNL2A_EBVG
BDLF2_EBVG	EBNA5_EBVB9
TIM50_HUMAN	MAGD1_HUMAN
TIM50_HUMAN	PHB2_HUMAN
RN219_HUMAN	RN219_HUMAN
RN219_HUMAN	LDHB_HUMAN
KANK2_HUMAN	KANK2_HUMAN
PRP8_HUMAN	SF3B2_HUMAN
PRP8_HUMAN	PCBP1_HUMAN
PRP8_HUMAN	U520_HUMAN
PRP8_HUMAN	PRP8_HUMAN
PRP8_HUMAN	SMD2_HUMAN
PRP8_HUMAN	SF3B1_HUMAN
PRP8_HUMAN	RS14_HUMAN
PRP8_HUMAN	RS25_HUMAN
PRP8_HUMAN	ADT2_HUMAN
PRP8_HUMAN	ADT3_HUMAN
PRP8_HUMAN	ATPA_HUMAN
PRP8_HUMAN	CAZA1_HUMAN
PRP8_HUMAN	CLH1_HUMAN
PRP8_HUMAN	SYDC_HUMAN
PRP8_HUMAN	DDX5_HUMAN
PRP8_HUMAN	IF2A_HUMAN
PRP8_HUMAN	SYEP_HUMAN
PRP8_HUMAN	ROA2_HUMAN
PRP8_HUMAN	ROAA_HUMAN
PRP8_HUMAN	HNRPD_HUMAN
PRP8_HUMAN	HNRPK_HUMAN
PRP8_HUMAN	HS71A_HUMAN
PRP8_HUMAN	HSP74_HUMAN
PRP8_HUMAN	GRP78_HUMAN
PRP8_HUMAN	HSPB1_HUMAN
PRP8_HUMAN	CH60_HUMAN
PRP8_HUMAN	SYIC_HUMAN
PRP8_HUMAN	ILF3_HUMAN
PRP8_HUMAN	LDHB_HUMAN
PRP8_HUMAN	NDKA_HUMAN
PRP8_HUMAN	NONO_HUMAN
PRP8_HUMAN	PSB6_HUMAN
PRP8_HUMAN	PSMD2_HUMAN
PRP8_HUMAN	PTBP1_HUMAN
PRP8_HUMAN	SYQ_HUMAN
PRP8_HUMAN	RL7_HUMAN
PRP8_HUMAN	RL7A_HUMAN
PRP8_HUMAN	RL8_HUMAN
PRP8_HUMAN	RL9_HUMAN
PRP8_HUMAN	RL10_HUMAN
PRP8_HUMAN	RL11_HUMAN
PRP8_HUMAN	RL12_HUMAN
PRP8_HUMAN	RL13_HUMAN
PRP8_HUMAN	RL17_HUMAN
PRP8_HUMAN	RL18_HUMAN
PRP8_HUMAN	RL22_HUMAN
PRP8_HUMAN	RL24_HUMAN
PRP8_HUMAN	RL26_HUMAN
PRP8_HUMAN	RL27A_HUMAN
PRP8_HUMAN	RL31_HUMAN
PRP8_HUMAN	RS2_HUMAN
PRP8_HUMAN	RS3A_HUMAN
PRP8_HUMAN	RS4X_HUMAN
PRP8_HUMAN	RS6_HUMAN
PRP8_HUMAN	RS8_HUMAN
PRP8_HUMAN	RS9_HUMAN
PRP8_HUMAN	RS11_HUMAN
PRP8_HUMAN	RS13_HUMAN
PRP8_HUMAN	RS16_HUMAN
PRP8_HUMAN	RS18_HUMAN
PRP8_HUMAN	RS23_HUMAN
PRP8_HUMAN	SRSF1_HUMAN
PRP8_HUMAN	XRCC5_HUMAN
PRP8_HUMAN	EIF3B_HUMAN
PRP8_HUMAN	RL23_HUMAN
PRP8_HUMAN	BAG5_HUMAN
PRP8_HUMAN	BAG3_HUMAN
PRP8_HUMAN	BAG2_HUMAN
PRP8_HUMAN	SC16A_HUMAN
PRP8_HUMAN	CHIP_HUMAN
PRP8_HUMAN	TBA1B_HUMAN
PRP8_HUMAN	HNRPQ_HUMAN
PRP8_HUMAN	DDX17_HUMAN
PRP8_HUMAN	DNJB4_HUMAN
