UniProtName_A	UniProtName_B
HTRA2_HUMAN	HAX1_HUMAN
HTRA2_HUMAN	TBB5_HUMAN
HTRA2_HUMAN	TBB6_HUMAN
HTRA2_HUMAN	PYR1_HUMAN
HTRA2_HUMAN	ATD3A_HUMAN
HTRA2_HUMAN	AFG32_HUMAN
HTRA2_HUMAN	RAC1_HUMAN
HTRA2_HUMAN	C1QBP_HUMAN
HTRA2_HUMAN	BAG2_HUMAN
HTRA2_HUMAN	MYH10_HUMAN
XPOT_HUMAN	TNR1B_HUMAN
SGTA_HUMAN	SGTA_HUMAN
SGTA_HUMAN	BAG2_HUMAN
SGTA_HUMAN	CBL_HUMAN
SGTA_HUMAN	DJB12_HUMAN
SGTA_HUMAN	GRN_HUMAN
SGTA_HUMAN	IKKE_HUMAN
SGTA_HUMAN	HS90A_HUMAN
SGTA_HUMAN	HSP7C_HUMAN
SGTA_HUMAN	TNR1A_HUMAN
STRN_HUMAN	FGOP2_HUMAN
STRN_HUMAN	BAG2_HUMAN
STRN_HUMAN	CAV1_HUMAN
HNRPQ_HUMAN	RS27A_HUMAN
HNRPQ_HUMAN	PTN11_HUMAN
HNRPQ_HUMAN	PP1A_HUMAN
HNRPQ_HUMAN	IPO8_HUMAN
JAK2_HUMAN	EGFR_HUMAN
JAK2_HUMAN	JAK2_HUMAN
JAK2_HUMAN	STAT1_HUMAN
JAK2_HUMAN	NP1L1_HUMAN
JAK2_HUMAN	JAK1_HUMAN
JAK2_HUMAN	HSP7C_HUMAN
JAK2_HUMAN	PTN6_HUMAN
JAK2_HUMAN	HS90A_HUMAN
JAK2_HUMAN	H31T_HUMAN
JAK2_HUMAN	TRAF6_HUMAN
ERN1_HUMAN	ERN1_HUMAN
ERN1_HUMAN	UBC_HUMAN
ERN1_HUMAN	GRP78_HUMAN
ERN1_HUMAN	DNJA3_HUMAN
ERN1_HUMAN	OTU7B_HUMAN
ERN1_HUMAN	HS90A_HUMAN
ERN1_HUMAN	TRAF6_HUMAN
ERN1_HUMAN	UCHL1_HUMAN
ERN1_HUMAN	FBX11_HUMAN
ERN1_HUMAN	RIPK1_HUMAN
ERN1_HUMAN	S61A1_HUMAN
ERN1_HUMAN	TNR1A_HUMAN
EED_HUMAN	H31T_HUMAN
EED_HUMAN	FBX11_HUMAN
EED_HUMAN	UTP20_HUMAN
EED_HUMAN	RRP12_HUMAN
EED_HUMAN	MYH10_HUMAN
EED_HUMAN	RAC1_HUMAN
EED_HUMAN	MPCP_HUMAN
EED_HUMAN	OST48_HUMAN
EED_HUMAN	RS16_HUMAN
EED_HUMAN	RUVB1_HUMAN
EED_HUMAN	GRP75_HUMAN
EED_HUMAN	HSP7C_HUMAN
EED_HUMAN	ACTG_HUMAN
EED_HUMAN	RS27A_HUMAN
EED_HUMAN	HNRPD_HUMAN
EED_HUMAN	H4_HUMAN
EED_HUMAN	PRKDC_HUMAN
UBP2_HUMAN	UBC_HUMAN
UBP2_HUMAN	RIPK1_HUMAN
UBP2_HUMAN	TRADD_HUMAN
UBP2_HUMAN	TNR1A_HUMAN
UBP2_HUMAN	EGFR_HUMAN
UBP2_HUMAN	HOIL1_HUMAN
UBP2_HUMAN	NEMO_HUMAN
UBP2_HUMAN	TBK1_HUMAN
UTP20_HUMAN	NEMO_HUMAN
TNF13_HUMAN	TNF13_HUMAN
TNF13_HUMAN	TNR1A_HUMAN
TNF13_HUMAN	TNR6_HUMAN
TNF13_HUMAN	RUVB1_HUMAN
TNF13_HUMAN	GRP78_HUMAN
RNF8_HUMAN	MK01_HUMAN
RNF8_HUMAN	BCL10_HUMAN
RNF8_HUMAN	H2B1B_HUMAN
BAG4_HUMAN	STK11_HUMAN
BAG4_HUMAN	HS71L_HUMAN
BAG4_HUMAN	DJB12_HUMAN
BAG4_HUMAN	CASP2_HUMAN
BAG4_HUMAN	HSP76_HUMAN
BAG4_HUMAN	HS90A_HUMAN
STABP_HUMAN	GRB2_HUMAN
STABP_HUMAN	UBC_HUMAN
STABP_HUMAN	CLH2_HUMAN
STABP_HUMAN	TRAF6_HUMAN
STABP_HUMAN	TNR1A_HUMAN
STABP_HUMAN	PTN11_HUMAN
BAG2_HUMAN	TAB2_HUMAN
BAG2_HUMAN	TNR1A_HUMAN
BAG2_HUMAN	TNR1B_HUMAN
BAG2_HUMAN	TRAF1_HUMAN
BAG2_HUMAN	TRAF2_HUMAN
BAG2_HUMAN	TRAF6_HUMAN
BAG2_HUMAN	CBL_HUMAN
BAG2_HUMAN	FAK1_HUMAN
BAG2_HUMAN	M3K7_HUMAN
BAG2_HUMAN	FOXK1_HUMAN
BAG2_HUMAN	DPH1_HUMAN
BCL10_HUMAN	BCL10_HUMAN
BCL10_HUMAN	IKKB_HUMAN
BCL10_HUMAN	NEMO_HUMAN
BCL10_HUMAN	CASP8_HUMAN
BCL10_HUMAN	TRADD_HUMAN
BCL10_HUMAN	RNF31_HUMAN
EGFR_HUMAN	CALM2_HUMAN
EGFR_HUMAN	CBL_HUMAN
EGFR_HUMAN	CAV1_HUMAN
EGFR_HUMAN	DNJA1_HUMAN
EGFR_HUMAN	GRP75_HUMAN
EGFR_HUMAN	GRP78_HUMAN
EGFR_HUMAN	ADT2_HUMAN
EGFR_HUMAN	HSP7C_HUMAN
EGFR_HUMAN	DNJA3_HUMAN
EGFR_HUMAN	AT2A2_HUMAN
EGFR_HUMAN	LRC59_HUMAN
EGFR_HUMAN	XPOT_HUMAN
EGFR_HUMAN	UBB_HUMAN
EGFR_HUMAN	MPCP_HUMAN
EGFR_HUMAN	TBB5_HUMAN
EGFR_HUMAN	KSYK_HUMAN
EGFR_HUMAN	PTN11_HUMAN
EGFR_HUMAN	RABX5_HUMAN
EGFR_HUMAN	CLH2_HUMAN
EGFR_HUMAN	AT1A1_HUMAN
EGFR_HUMAN	HS90A_HUMAN
EGFR_HUMAN	PHOCN_HUMAN
EGFR_HUMAN	SOS1_HUMAN
EGFR_HUMAN	PRKDC_HUMAN
EGFR_HUMAN	HS71L_HUMAN
EGFR_HUMAN	H4_HUMAN
EGFR_HUMAN	ATPA_HUMAN
EGFR_HUMAN	CALX_HUMAN
EGFR_HUMAN	MK08_HUMAN
EGFR_HUMAN	AKT1_HUMAN
EGFR_HUMAN	EZRI_HUMAN
EGFR_HUMAN	BABA2_HUMAN
EGFR_HUMAN	PTN6_HUMAN
EGFR_HUMAN	RIPK1_HUMAN
EGFR_HUMAN	UBC_HUMAN
EGFR_HUMAN	JAK1_HUMAN
EGFR_HUMAN	TBB4A_HUMAN
EGFR_HUMAN	TBB6_HUMAN
EGFR_HUMAN	BAG2_HUMAN
EGFR_HUMAN	GCN1_HUMAN
EGFR_HUMAN	TNPO3_HUMAN
EGFR_HUMAN	THADA_HUMAN
EGFR_HUMAN	S61A1_HUMAN
EGFR_HUMAN	MON2_HUMAN
EGFR_HUMAN	RCN2_HUMAN
EGFR_HUMAN	TIM50_HUMAN
EGFR_HUMAN	DJB12_HUMAN
EGFR_HUMAN	SE1L1_HUMAN
EGFR_HUMAN	PFKAL_HUMAN
EGFR_HUMAN	PSMD2_HUMAN
EGFR_HUMAN	IPO8_HUMAN
EGFR_HUMAN	ATR_HUMAN
EGFR_HUMAN	SYRC_HUMAN
EGFR_HUMAN	TBK1_HUMAN
EGFR_HUMAN	KC1A_HUMAN
EGFR_HUMAN	SSRD_HUMAN
EGFR_HUMAN	AFG32_HUMAN
EGFR_HUMAN	CDIPT_HUMAN
EGFR_HUMAN	UTP15_HUMAN
EGFR_HUMAN	AAAT_HUMAN
EGFR_HUMAN	TR10B_HUMAN
EGFR_HUMAN	RL23_HUMAN
EGFR_HUMAN	GRN_HUMAN
EGFR_HUMAN	MYH9_HUMAN
EGFR_HUMAN	RS3_HUMAN
EGFR_HUMAN	RS27_HUMAN
EGFR_HUMAN	LMBR1_HUMAN
EGFR_HUMAN	CYLD_HUMAN
EGFR_HUMAN	PK3CA_HUMAN
EGFR_HUMAN	TNR6_HUMAN
EGFR_HUMAN	MK01_HUMAN
EGFR_HUMAN	H31T_HUMAN
TNFB_HUMAN	TNFC_HUMAN
VE6_HPV16	RCN2_HUMAN
VE6_HPV16	CYLD_HUMAN
VE6_HPV16	FADD_HUMAN
VE6_HPV16	TNR1A_HUMAN
VE6_HPV16	RIPK1_HUMAN
VE6_HPV16	UBB_HUMAN
VE6_HPV16	TRAF6_HUMAN
HRG_HUMAN	TNR1A_HUMAN
HRG_HUMAN	GRN_HUMAN
TBB4A_HUMAN	PSMD2_HUMAN
TBB4A_HUMAN	RIPK2_HUMAN
TBB4A_HUMAN	RIPK3_HUMAN
TBB4A_HUMAN	TRAF1_HUMAN
TBB4A_HUMAN	STK11_HUMAN
CY24B_HUMAN	ACTG_HUMAN
CY24B_HUMAN	RAC1_HUMAN
H2A1B_HUMAN	TNR1A_HUMAN
H2A1B_HUMAN	H4_HUMAN
H2A1B_HUMAN	H31T_HUMAN
H2A1B_HUMAN	UBC_HUMAN
H2A1B_HUMAN	H2B1B_HUMAN
H2A1B_HUMAN	MYH10_HUMAN
H2A1B_HUMAN	DNJA1_HUMAN
H2A1B_HUMAN	AT1A1_HUMAN
H2A1B_HUMAN	DAXX_HUMAN
H2A1B_HUMAN	TBB5_HUMAN
H2A1B_HUMAN	HNRPQ_HUMAN
H2A1B_HUMAN	HNRPD_HUMAN
H2A1B_HUMAN	RRP12_HUMAN
H2A1B_HUMAN	EPIPL_HUMAN
H2A1B_HUMAN	NP1L1_HUMAN
H2A1B_HUMAN	PRKDC_HUMAN
H2A1B_HUMAN	RS27A_HUMAN
AT1A1_HUMAN	TNR1A_HUMAN
AT1A1_HUMAN	TNR1B_HUMAN
AT1A1_HUMAN	SRC_HUMAN
AT1A1_HUMAN	PYR1_HUMAN
AT1A1_HUMAN	OST48_HUMAN
AT1A1_HUMAN	MPCP_HUMAN
AT1A1_HUMAN	JPH1_HUMAN
AT1A1_HUMAN	FOXK2_HUMAN
AT1A1_HUMAN	FOXK1_HUMAN
ADT2_HUMAN	RIPK3_HUMAN
ADT2_HUMAN	TRAF1_HUMAN
ADT2_HUMAN	GRP75_HUMAN
KPCB_HUMAN	NEMO_HUMAN
KPCB_HUMAN	IKKA_HUMAN
KPCB_HUMAN	BAG2_HUMAN
KPCB_HUMAN	H2B1B_HUMAN
KPCB_HUMAN	H4_HUMAN
KPCB_HUMAN	RL40_HUMAN
KPCB_HUMAN	UBC_HUMAN
KPCB_HUMAN	UBB_HUMAN
KPCB_HUMAN	H2A1B_HUMAN
KPCB_HUMAN	STAT1_HUMAN
KPCB_HUMAN	HOIL1_HUMAN
KPCB_HUMAN	EGFR_HUMAN
KPCB_HUMAN	RNF31_HUMAN
KPCB_HUMAN	CLH1_HUMAN
KPCB_HUMAN	PTN11_HUMAN
FYN_HUMAN	KPCD_HUMAN
FYN_HUMAN	TNFL6_HUMAN
FYN_HUMAN	HS90A_HUMAN
FYN_HUMAN	HSP7C_HUMAN
FYN_HUMAN	PYR1_HUMAN
FYN_HUMAN	AKT1_HUMAN
FYN_HUMAN	TR10B_HUMAN
FYN_HUMAN	JAK2_HUMAN
FYN_HUMAN	TBA3C_HUMAN
FYN_HUMAN	PTN11_HUMAN
FYN_HUMAN	KSYK_HUMAN
FYN_HUMAN	SH3K1_HUMAN
FYN_HUMAN	BAG4_HUMAN
FYN_HUMAN	STAT1_HUMAN
TBB5_HUMAN	IKKA_HUMAN
TBB5_HUMAN	IKKB_HUMAN
TBB5_HUMAN	IKKE_HUMAN
TBB5_HUMAN	NEMO_HUMAN
TBB5_HUMAN	RIPK2_HUMAN
TBB5_HUMAN	RIPK3_HUMAN
TBB5_HUMAN	TAB2_HUMAN
TBB5_HUMAN	M3K7_HUMAN
TBB5_HUMAN	TBK1_HUMAN
TBB5_HUMAN	TNR1A_HUMAN
TBB5_HUMAN	TNR1B_HUMAN
TBB5_HUMAN	TRADD_HUMAN
TBB5_HUMAN	TRAF1_HUMAN
TBB5_HUMAN	TRAF2_HUMAN
TBB5_HUMAN	TRAF6_HUMAN
TBB5_HUMAN	TBB4A_HUMAN
TBB5_HUMAN	RACK1_HUMAN
HS90A_HUMAN	STK11_HUMAN
HS90A_HUMAN	RIPK1_HUMAN
HS90A_HUMAN	RIPK2_HUMAN
HS90A_HUMAN	RIPK3_HUMAN
HS90A_HUMAN	TAB2_HUMAN
HS90A_HUMAN	TRADD_HUMAN
HS90A_HUMAN	TRAF1_HUMAN
HS90A_HUMAN	TRAF2_HUMAN
HS90A_HUMAN	IKKA_HUMAN
HS90A_HUMAN	IKKB_HUMAN
HS90A_HUMAN	IKKE_HUMAN
HS90A_HUMAN	NEMO_HUMAN
HS90A_HUMAN	M3K7_HUMAN
HS90A_HUMAN	TBK1_HUMAN
HS90A_HUMAN	KC1A_HUMAN
HS90A_HUMAN	TBB2B_HUMAN
HS90A_HUMAN	DNJA1_HUMAN
HS90A_HUMAN	ATR_HUMAN
HS90A_HUMAN	HSP76_HUMAN
HS90A_HUMAN	HS71L_HUMAN
HS90A_HUMAN	GRP75_HUMAN
HS90A_HUMAN	PRKDC_HUMAN
HS90A_HUMAN	ACTG_HUMAN
HS90A_HUMAN	MYH9_HUMAN
HS90A_HUMAN	KPCB_HUMAN
HS90A_HUMAN	JAK1_HUMAN
HS90A_HUMAN	TNAP3_HUMAN
HS90A_HUMAN	CDK6_HUMAN
HS90A_HUMAN	FAK1_HUMAN
HS90A_HUMAN	CAV1_HUMAN
HS90A_HUMAN	CALX_HUMAN
HS90A_HUMAN	OST48_HUMAN
HS90A_HUMAN	SSRD_HUMAN
HS90A_HUMAN	ECHA_HUMAN
UCHL1_HUMAN	EGFR_HUMAN
UCHL1_HUMAN	TRAF6_HUMAN
UCHL1_HUMAN	IKKE_HUMAN
UCHL1_HUMAN	UBB_HUMAN
UCHL1_HUMAN	HSP7C_HUMAN
UCHL1_HUMAN	HS90A_HUMAN
UCHL1_HUMAN	CDK6_HUMAN
UCHL1_HUMAN	TNR1A_HUMAN
UBB_HUMAN	RIPK3_HUMAN
UBB_HUMAN	TRAF1_HUMAN
UBB_HUMAN	STABP_HUMAN
UBB_HUMAN	UBQL1_HUMAN
UBB_HUMAN	FANCI_HUMAN
UBB_HUMAN	BCL10_HUMAN
UBB_HUMAN	ERN1_HUMAN
UBB_HUMAN	MOAP1_HUMAN
UBB_HUMAN	FACD2_HUMAN
UBC_HUMAN	RHOA_HUMAN
UBC_HUMAN	DAXX_HUMAN
UBC_HUMAN	SRC_HUMAN
UBC_HUMAN	UBQL1_HUMAN
UBC_HUMAN	RAC1_HUMAN
UBC_HUMAN	UCHL1_HUMAN
UBC_HUMAN	BAG2_HUMAN
UBC_HUMAN	SGTA_HUMAN
UBC_HUMAN	DNJA3_HUMAN
UBC_HUMAN	RUVB1_HUMAN
UBC_HUMAN	ECHA_HUMAN
UBC_HUMAN	BABA2_HUMAN
UBC_HUMAN	ATF6A_HUMAN
UBC_HUMAN	UBP4_HUMAN
UBC_HUMAN	HAX1_HUMAN
UBC_HUMAN	TBC15_HUMAN
UBC_HUMAN	TIM50_HUMAN
UBC_HUMAN	TRAP1_HUMAN
UBC_HUMAN	NP1L1_HUMAN
UBC_HUMAN	SYRC_HUMAN
UBC_HUMAN	C1QBP_HUMAN
UBC_HUMAN	ATPA_HUMAN
UBC_HUMAN	OTU7B_HUMAN
UBC_HUMAN	RABX5_HUMAN
UBC_HUMAN	FACD2_HUMAN
UBC_HUMAN	TBA3C_HUMAN
UBC_HUMAN	AT1A1_HUMAN
UBC_HUMAN	SUMO1_HUMAN
UBC_HUMAN	PSMD2_HUMAN
UBC_HUMAN	KHDR1_HUMAN
UBC_HUMAN	KHNYN_HUMAN
UBC_HUMAN	PRDX3_HUMAN
UBC_HUMAN	HNRPD_HUMAN
CALM2_HUMAN	RIPK2_HUMAN
CALM2_HUMAN	RIPK3_HUMAN
TBA3C_HUMAN	IKKA_HUMAN
TBA3C_HUMAN	IKKB_HUMAN
TBA3C_HUMAN	IKKE_HUMAN
TBA3C_HUMAN	NEMO_HUMAN
TBA3C_HUMAN	TANK_HUMAN
TBA3C_HUMAN	RIPK1_HUMAN
TBA3C_HUMAN	RIPK2_HUMAN
TBA3C_HUMAN	RIPK3_HUMAN
TBA3C_HUMAN	TAB2_HUMAN
TBA3C_HUMAN	M3K7_HUMAN
TBA3C_HUMAN	TBK1_HUMAN
TBA3C_HUMAN	TNR1A_HUMAN
TBA3C_HUMAN	TNR1B_HUMAN
TBA3C_HUMAN	TRADD_HUMAN
TBA3C_HUMAN	TRAF1_HUMAN
TBA3C_HUMAN	TRAF2_HUMAN
TBA3C_HUMAN	TRAF6_HUMAN
GRP78_HUMAN	RIPK3_HUMAN
GRP78_HUMAN	CALX_HUMAN
GRP78_HUMAN	PRKDC_HUMAN
GRP78_HUMAN	MYH10_HUMAN
GRP78_HUMAN	DPH1_HUMAN
GRP78_HUMAN	CASP7_HUMAN
GRP78_HUMAN	HS71L_HUMAN
GRP78_HUMAN	HSP76_HUMAN
GRP78_HUMAN	ACTG_HUMAN
GRP78_HUMAN	SE1L1_HUMAN
GRP78_HUMAN	GRP75_HUMAN
GRP78_HUMAN	PRDX3_HUMAN
GRP78_HUMAN	PFKAL_HUMAN
GRP78_HUMAN	ECHA_HUMAN
HSP7C_HUMAN	DPH1_HUMAN
HSP7C_HUMAN	HS71L_HUMAN
HSP7C_HUMAN	IKKB_HUMAN
HSP7C_HUMAN	IKKE_HUMAN
HSP7C_HUMAN	NEMO_HUMAN
HSP7C_HUMAN	TANK_HUMAN
HSP7C_HUMAN	RIPK1_HUMAN
HSP7C_HUMAN	RIPK2_HUMAN
HSP7C_HUMAN	RIPK3_HUMAN
HSP7C_HUMAN	TAB2_HUMAN
HSP7C_HUMAN	M3K7_HUMAN
HSP7C_HUMAN	TBK1_HUMAN
HSP7C_HUMAN	TNR1A_HUMAN
HSP7C_HUMAN	TNR1B_HUMAN
HSP7C_HUMAN	TRAF1_HUMAN
HSP7C_HUMAN	TRAF2_HUMAN
HSP7C_HUMAN	TRAF6_HUMAN
HSP7C_HUMAN	HSP76_HUMAN
HSP7C_HUMAN	BAG4_HUMAN
HSP7C_HUMAN	VANG2_HUMAN
HSP7C_HUMAN	MK08_HUMAN
HSP7C_HUMAN	UBC_HUMAN
HSP7C_HUMAN	PP1A_HUMAN
HSP7C_HUMAN	PRKDC_HUMAN
HSP7C_HUMAN	RACK1_HUMAN
HSP7C_HUMAN	ATD3A_HUMAN
HSP7C_HUMAN	STAT1_HUMAN
HSP7C_HUMAN	MPCP_HUMAN
HSP7C_HUMAN	RS27_HUMAN
HSP7C_HUMAN	AT2A2_HUMAN
HSP7C_HUMAN	RS3_HUMAN
HSP7C_HUMAN	TBB6_HUMAN
HSP7C_HUMAN	TBB4A_HUMAN
ADT3_HUMAN	NEMO_HUMAN
ADT3_HUMAN	TNR1A_HUMAN
ADT3_HUMAN	TNR1B_HUMAN
ADT3_HUMAN	TRADD_HUMAN
ADT3_HUMAN	TRAF1_HUMAN
ADT3_HUMAN	STRN4_HUMAN
SRC_HUMAN	KHDR1_HUMAN
SRC_HUMAN	MUC1_HUMAN
SRC_HUMAN	KPCD_HUMAN
SRC_HUMAN	IKKA_HUMAN
SRC_HUMAN	IKKB_HUMAN
SRC_HUMAN	CBL_HUMAN
SRC_HUMAN	HS90A_HUMAN
SRC_HUMAN	TNR6_HUMAN
SRC_HUMAN	JAK2_HUMAN
SRC_HUMAN	AKT1_HUMAN
SRC_HUMAN	TBB5_HUMAN
SRC_HUMAN	GRP78_HUMAN
SRC_HUMAN	ECHA_HUMAN
SRC_HUMAN	MPCP_HUMAN
SRC_HUMAN	LRC59_HUMAN
SRC_HUMAN	HSP7C_HUMAN
SRC_HUMAN	ADT3_HUMAN
SRC_HUMAN	PYR1_HUMAN
SRC_HUMAN	GRP75_HUMAN
SRC_HUMAN	STAT1_HUMAN
SRC_HUMAN	KSYK_HUMAN
SRC_HUMAN	RACK1_HUMAN
SRC_HUMAN	SH3K1_HUMAN
SRC_HUMAN	MK01_HUMAN
SRC_HUMAN	PTN6_HUMAN
CY24A_HUMAN	TRADD_HUMAN
CY24A_HUMAN	RIFK_HUMAN
CY24A_HUMAN	RAC1_HUMAN
CY24A_HUMAN	NOX1_HUMAN
CY24A_HUMAN	CY24B_HUMAN
EZRI_HUMAN	MYO6_HUMAN
EZRI_HUMAN	CYLD_HUMAN
EZRI_HUMAN	MOES_HUMAN
EZRI_HUMAN	EZRI_HUMAN
EZRI_HUMAN	M3K7_HUMAN
EZRI_HUMAN	P85A_HUMAN
EZRI_HUMAN	GDIR1_HUMAN
EZRI_HUMAN	FADD_HUMAN
EZRI_HUMAN	ADT2_HUMAN
EZRI_HUMAN	IKKE_HUMAN
EZRI_HUMAN	TRAF6_HUMAN
EZRI_HUMAN	RIPK2_HUMAN
EZRI_HUMAN	BID_HUMAN
EZRI_HUMAN	TR10B_HUMAN
EZRI_HUMAN	TNFL6_HUMAN
EZRI_HUMAN	MK08_HUMAN
EZRI_HUMAN	CASPA_HUMAN
EZRI_HUMAN	CASP8_HUMAN
EZRI_HUMAN	TNR1A_HUMAN
EZRI_HUMAN	FAK1_HUMAN
MUC1_HUMAN	EGFR_HUMAN
MUC1_HUMAN	MUC1_HUMAN
MUC1_HUMAN	SOS1_HUMAN
MUC1_HUMAN	KPCD_HUMAN
MUC1_HUMAN	HS90A_HUMAN
AT2A2_HUMAN	CALX_HUMAN
HSP76_HUMAN	NEMO_HUMAN
HSP76_HUMAN	RIPK2_HUMAN
HSP76_HUMAN	TNR1A_HUMAN
HSP76_HUMAN	TNR1B_HUMAN
HSP76_HUMAN	DNJA1_HUMAN
ASM_HUMAN	CASP8_HUMAN
ASM_HUMAN	TNR1A_HUMAN
ASM_HUMAN	CASP7_HUMAN
ASM_HUMAN	SE1L1_HUMAN
ASM_HUMAN	CALX_HUMAN
PFKAL_HUMAN	TAB2_HUMAN
PFKAL_HUMAN	TRAF2_HUMAN
PFKAL_HUMAN	PFKAL_HUMAN
PFKAL_HUMAN	PRDX3_HUMAN
ATF6A_HUMAN	ATF6A_HUMAN
ATF6A_HUMAN	TNR1A_HUMAN
ATF6A_HUMAN	GRP78_HUMAN
ML12A_HUMAN	RIPK3_HUMAN
ML12A_HUMAN	MPCP_HUMAN
ML12A_HUMAN	CALX_HUMAN
ML12A_HUMAN	ECHA_HUMAN
TNR1A_HUMAN	PTN11_HUMAN
TNR1A_HUMAN	ERAP1_HUMAN
TNR1A_HUMAN	GRP75_HUMAN
TNR1A_HUMAN	XPOT_HUMAN
TNR1A_HUMAN	PFKAL_HUMAN
TNR1A_HUMAN	BIG2_HUMAN
TNR1A_HUMAN	KAP3_HUMAN
TNR1A_HUMAN	RAC1_HUMAN
TNR1A_HUMAN	CY24B_HUMAN
TNR1A_HUMAN	NOX1_HUMAN
TNR1A_HUMAN	CY24A_HUMAN
TNR1A_HUMAN	RIFK_HUMAN
TNR1A_HUMAN	EGFR_HUMAN
TNR1A_HUMAN	DOLK_HUMAN
TNR1A_HUMAN	RABX5_HUMAN
TNR1A_HUMAN	MTR1L_HUMAN
TNR1A_HUMAN	GRK6_HUMAN
TNR1A_HUMAN	TNPO3_HUMAN
TNR1A_HUMAN	PHOCN_HUMAN
TNR1A_HUMAN	DHRS7_HUMAN
TNR1A_HUMAN	PRLD1_HUMAN
TNR1A_HUMAN	TPC1_HUMAN
TNR1A_HUMAN	VANG2_HUMAN
TNR1A_HUMAN	KDIS_HUMAN
TNR1A_HUMAN	XPR1_HUMAN
TNR1A_HUMAN	IKBL1_HUMAN
TNR1A_HUMAN	GPC5B_HUMAN
TNR1A_HUMAN	UTP6_HUMAN
TNR1A_HUMAN	S39A1_HUMAN
TNR1A_HUMAN	FGOP2_HUMAN
TNR1A_HUMAN	CA112_HUMAN
TNR1A_HUMAN	STRN4_HUMAN
TNR1A_HUMAN	GPC5C_HUMAN
TNR1A_HUMAN	JPH1_HUMAN
TNR1A_HUMAN	TTYH3_HUMAN
TNR1A_HUMAN	DPH1_HUMAN
TNR1A_HUMAN	SIKE1_HUMAN
TNR1A_HUMAN	CDC6_HUMAN
TNR1A_HUMAN	KIF2C_HUMAN
TNR1A_HUMAN	MCRS1_HUMAN
TNR1A_HUMAN	LMBR1_HUMAN
TNR1A_HUMAN	RN138_HUMAN
TNR1A_HUMAN	UTP15_HUMAN
TNR1A_HUMAN	TBC15_HUMAN
TNR1A_HUMAN	PI42C_HUMAN
TNR1A_HUMAN	VANG1_HUMAN
TNR1A_HUMAN	SCAI_HUMAN
TNR1A_HUMAN	ZN101_HUMAN
TNR1A_HUMAN	FBX11_HUMAN
TNR1A_HUMAN	THADA_HUMAN
TNR1A_HUMAN	MFSD5_HUMAN
TNR1A_HUMAN	STRP1_HUMAN
TNR1A_HUMAN	RRP12_HUMAN
TNR1A_HUMAN	KIF14_HUMAN
TNR1A_HUMAN	SLMAP_HUMAN
TNR1A_HUMAN	ATR_HUMAN
TNR1A_HUMAN	STRN3_HUMAN
TNR1A_HUMAN	FOXK2_HUMAN
TNR1A_HUMAN	FOXK1_HUMAN
TNR1A_HUMAN	KC1E_HUMAN
TNR1A_HUMAN	ZN865_HUMAN
TNR1A_HUMAN	UTP20_HUMAN
TNR1A_HUMAN	STRN_HUMAN
TNR1A_HUMAN	KHNYN_HUMAN
TNR1A_HUMAN	PSMD2_HUMAN
TNR1A_HUMAN	SUMO1_HUMAN
TNR1A_HUMAN	TR10B_HUMAN
TNR1A_HUMAN	TP4AP_HUMAN
TNR1A_HUMAN	BCL10_HUMAN
TNR1A_HUMAN	TRAP1_HUMAN
TNR1A_HUMAN	BAG4_HUMAN
TNR1A_HUMAN	JAK2_HUMAN
TNR1A_HUMAN	STAT1_HUMAN
TNR1A_HUMAN	DAPK1_HUMAN
TNR1A_HUMAN	CRADD_HUMAN
TNR1A_HUMAN	CASP2_HUMAN
TNR1A_HUMAN	MADD_HUMAN
TNR1A_HUMAN	TRAF1_HUMAN
TNR1A_HUMAN	PI42B_HUMAN
TNR1A_HUMAN	SRC_HUMAN
TNR1A_HUMAN	CBL_HUMAN
TNR1A_HUMAN	PK3CA_HUMAN
TNR1A_HUMAN	SH3K1_HUMAN
TNR1A_HUMAN	MUC1_HUMAN
TNR1A_HUMAN	UBP4_HUMAN
TNR1A_HUMAN	TRPC1_HUMAN
TNR1A_HUMAN	TRPC4_HUMAN
TNR1A_HUMAN	TRPC5_HUMAN
TNR1A_HUMAN	SOS1_HUMAN
TNR1A_HUMAN	TRAF1_MOUSE
TNR1A_HUMAN	DAB2P_HUMAN
TNR1A_HUMAN	DAXX_HUMAN
TNR1A_HUMAN	KPCB_HUMAN
TNR1A_HUMAN	KPCD_HUMAN
TNR1A_HUMAN	P85A_HUMAN
TNR1A_HUMAN	KHDR1_HUMAN
TNR1A_HUMAN	PP1A_HUMAN
TNR1A_HUMAN	UBQL1_HUMAN
TNR1A_HUMAN	KSYK_HUMAN
TNR1A_HUMAN	OTU7B_HUMAN
TNR1A_HUMAN	CCND2_HUMAN
TNR1A_HUMAN	AKT1_HUMAN
TNR1A_HUMAN	CDK6_HUMAN
TNR1A_HUMAN	CDN2B_HUMAN
TNR1A_HUMAN	STK11_HUMAN
TNR1A_HUMAN	TMC8_HUMAN
TNR1A_HUMAN	TNR25_HUMAN
TNR1A_HUMAN	FAK1_HUMAN
TNR1A_HUMAN	HS90A_HUMAN
TNR1A_HUMAN	CEP78_HUMAN
TNR1A_HUMAN	ZN770_HUMAN
TNR1A_HUMAN	ALG3_HUMAN
TNR1B_HUMAN	EPIPL_HUMAN
TNR1B_HUMAN	TRAF1_HUMAN
TNR1B_HUMAN	TRAF1_MOUSE
TNR1B_HUMAN	UBQL1_HUMAN
